,Personal Info,,,,,,soft_skills,,,,academic skills,,,,,,,,,,,,,,Influencing Factor,Prefer Job
Date,name,e-mail,gender,year,cgpa,university_name,Critical Thinking,Problem Solving,Team Work,Communication Skill,Software Engineering Principal,Data Structure & Algorithm,Database Management,Data Analysis,Web Developing Skill,Understanding of computer architecture & System,Understanding Operating System,Networking Concept,Cyber Security,Maching Learning,Robotics,Research Skill,publication,project,Influencing Factor,Prefer Job
2024-10-07 15:22,,,Male,4th,3.33,Jahangirnagar University (JU),Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,0,1,flaxible Work Life Balanced,Other
2024-10-27 03:09,,,Male,4th,3.22,Noakhali Science & Technology University (NSTU),Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,0,3,"Social Acceptance,Job Environment","Software Development,Teaching,Govt Job"
2024-10-31 12:55,,,Male,4th,3.44,Khulna University (KU),Basic,Basic,Intermediate,Basic,Basic,Basic,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,0,2,Job Environment,Teaching
2024-10-31 13:02,,,Male,4th,3.82,Khulna University (KU),Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Advance,Advance,Basic,Basic,Basic,,Intermediate,,,1,5,"Job Environment,Salary","Software Development,Data Analysis,ML/AI Engineer"
2024-10-31 13:04,,,Female,4th,3.2,Khulna University (KU),Advance,Intermediate,Intermediate,Basic,Basic,Intermediate,Basic,Intermediate,Advance,Basic,Basic,,,Basic,,,,2,"Salary,flaxible Work Life Balanced","Software Development,BCS"
2024-10-31 13:06,,,Male,4th,3.75,Khulna University (KU),Advance,Intermediate,Advance,Advance,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Basic,1,3,"Job Security,flaxible Work Life Balanced","Teaching,Researcher"
2024-10-31 13:11,,,Female,4th,3.23,Khulna University (KU),Advance,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Basic,Basic,Basic,Advance,Intermediate,Intermediate,Basic,Basic,,5,"Job Environment,Salary","Networking,Cyber Security,ML/AI Engineer"
2024-10-31 13:12,,,Male,4th,3.71,Khulna University (KU),Basic,Basic,Basic,Intermediate,Basic,Basic,Basic,,,Basic,Basic,,,,,,,1,Job Security,"Bank Job,BCS,Govt Job"
2024-10-31 13:14,,,Male,4th,3.13,Khulna University (KU),Advance,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Intermediate,Basic,Basic,Advance,Intermediate,1,5,Salary,"Software Development,Database Administration,ML/AI Engineer"
2024-10-31 13:16,,,Male,4th,2.93,Khulna University (KU),Advance,Intermediate,Advance,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Basic,Intermediate,,Intermediate,2,4,"Job Environment,Salary","Networking,Researcher,Abroad"
2024-10-31 13:18,,,Male,4th,3.01,Shahjalal University of Science & Technology (SUST),Advance,Advance,Intermediate,Intermediate,Advance,Advance,Intermediate,Basic,Advance,,Basic,Basic,,Basic,,Intermediate,1,1,"Social Acceptance,Job Environment,Salary",Software Development
2024-10-31 13:21,,,Male,4th,3,"Islamic University, Bangladesh (IU)",Intermediate,Intermediate,Advance,Advance,Intermediate,Intermediate,Basic,Intermediate,Basic,,Intermediate,Advance,,Intermediate,,Basic,,5,"Job Environment,Salary","Software Development,ML/AI Engineer"
2024-10-31 13:21,,,Female,3rd,3.1,Shahjalal University of Science & Technology (SUST),Advance,Advance,Advance,Advance,advance,,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Basic,Basic,Advance,Basic,Basic,0,3,Job Environment,"Data Analysis,ML/AI Engineer"
2024-10-31 13:23,,,Male,4th,2.9,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),Basic,Basic,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Intermediate,0,4,"Social Acceptance,Job Security,Job Environment","Software Development,Networking,Management,Teaching"
2024-10-31 13:24,,,Male,3rd,3.25,University of Rajshahi (RU),Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Intermediate,Basic,0,3,"Job Environment,Salary","Software Development,Data Analysis,UI/UX Designing,Gaming"
2024-10-31 13:25,,,Male,3rd,3.5,University of Rajshahi (RU),Advance,Advance,Intermediate,Intermediate,Intermediate,Advance,Advance,Intermediate,Advance,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,1,3,"Social Acceptance,Job Security,Job Environment,Salary","Software Development,Networking,Cyber Security,Database Administration,Data Analysis,ML/AI Engineer"
2024-10-31 13:27,,,Male,3rd,3.75,University of Chittagong (CU),Advance,Advance,Advance,Advance,Intermediate,Intermediate,Advance,Advance,Basic,Basic,Intermediate,Basic,Basic,Intermediate,Intermediate,Intermediate,1,2,"Job Security,Job Environment","Database Administration,Teaching,Researcher"
2024-10-31 13:28,,,Male,2nd,3.15,"Islamic University, Bangladesh (IU)",Basic,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Basic,Intermediate,Basic,Intermediate,Intermediate,Basic,Basic,Intermediate,,0,2,"Social Acceptance,Job Security,Job Environment,Salary,flaxible Work Life Balanced","Software Development,Networking,Cyber Security,Database Administration,ML/AI Engineer,Gaming"
2024-10-31 13:57,,,Male,4th,2.75,National University (NU),Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,0,2,"Job Environment,Salary,flaxible Work Life Balanced","Software Development,Data Analysis,UI/UX Designing"
2024-10-31 13:59,,,Male,4th,3.28,"Islamic University, Bangladesh (IU)",Intermediate,Advance,Advance,Advance,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Advance,Intermediate,Basic,Basic,,,3,"Job Environment,Salary","Networking,Cyber Security"
2024-10-31 15:14,,,Male,3rd,3.79,United International University (UIU),Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Basic,Intermediate,Intermediate,,Intermediate,Basic,1,2,Social Acceptance,"Software Development,ML/AI Engineer,Teaching,Researcher"
2024-10-31 15:24,,,Male,4th,3.76,"Islamic University, Bangladesh (IU)",Intermediate,Intermediate,Intermediate,Advance,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,1,2,Job Security,"Teaching,BCS,Govt Job"
2024-10-31 15:25,,,Male,4th,3.29,"Islamic University, Bangladesh (IU)",Intermediate,Advance,Intermediate,Intermediate,Basic,Intermediate,Advance,Intermediate,Intermediate,Advance,Advance,Advance,Intermediate,Intermediate,Advance,,,1,Salary,"Cyber Security,Hardware Sector"
2024-10-31 15:27,,,Male,4th,2.9,"Islamic University, Bangladesh (IU)",Basic,Intermediate,Basic,Intermediate,Basic,Basic,Basic,Advance,Basic,Advance,Advance,Advance,Advance,Basic,,Basic,1,1,"Job Environment,Salary","Networking,Cyber Security"
2024-10-31 15:28,,,Male,4th,3.41,"Islamic University, Bangladesh (IU)",Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Intermediate,Advance,Intermediate,,Basic,Intermediate,Basic,Advance,Basic,Intermediate,1,2,Job Environment,"Data Analysis,ML/AI Engineer"
2024-10-31 15:30,,,Male,4th,3.09,"Islamic University, Bangladesh (IU)",Advance,Advance,Advance,Advance,advance,Advance,Intermediate,Basic,Advance,Intermediate,Advance,Advance,Basic,Basic,Basic,Basic,1,5,Job Environment,"Software Development,Networking"
2024-10-31 15:30,,,Male,4th,3.5,University of Dhaka (DU),Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Intermediate,Advance,Advance,Intermediate,Basic,Intermediate,Intermediate,Basic,0,4,Salary,"Data Analysis,Hardware Sector"
2024-10-31 15:31,,,Female,4th,3.81,"Islamic University, Bangladesh (IU)",Intermediate,Intermediate,Intermediate,Advance,Intermediate,Advance,Basic,Intermediate,Basic,Basic,Intermediate,Intermediate,Basic,Intermediate,Basic,Advance,4,1,flaxible Work Life Balanced,"Researcher,Abroad"
2024-10-31 15:34,,,Female,4th,3,University of Rajshahi (RU),Intermediate,Basic,Intermediate,Advance,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,Intermediate,Basic,Basic,Basic,Basic,0,2,Job Security,"Bank Job,BCS,Govt Job"
2024-10-31 15:36,,,Male,4th,3.78,Bangladesh Agricultural University (BAU),Intermediate,Intermediate,Advance,Advance,Intermediate,Advance,Intermediate,Advance,Intermediate,Intermediate,Advance,Advance,Intermediate,Intermediate,Intermediate,Advance,5,3,"Social Acceptance,Job Environment,Salary","Teaching,Researcher,Abroad"
2024-10-31 15:38,,,Female,4th,3.33,Bangladesh University of Engineering & Technology (BUET),Intermediate,Advance,Advance,Advance,Intermediate,Advance,Intermediate,Intermediate,Advance,Basic,Basic,Intermediate,Basic,Basic,Basic,Basic,0,3,"Job Environment,Salary","Software Development,UI/UX Designing"
2024-10-31 16:02,,,Male,4th,2.85,University of Chittagong (CU),Basic,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Basic,Intermediate,Intermediate,Basic,Basic,Basic,,1,"Social Acceptance,Job Security","BCS,Govt Job"
2024-10-31 16:04,,,Male,4th,3,Jahangirnagar University (JU),Intermediate,Intermediate,Advance,Advance,Basic,Intermediate,Basic,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,,,0,2,flaxible Work Life Balanced,Business
2024-10-31 16:05,,,Male,4th,3.15,Jahangirnagar University (JU),Intermediate,Intermediate,Advance,Advance,advance,Advance,Intermediate,Basic,Advance,Basic,Advance,Intermediate,Intermediate,Basic,Basic,Basic,0,3,Salary,Software Development
2024-10-31 16:10,,,Male,4th,3.36,Jahangirnagar University (JU),Basic,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Advance,Advance,Advance,Advance,,,Basic,0,1,Job Security,"Networking,Cyber Security"
2024-10-31 16:11,,,Male,4th,3.25,"Islamic University, Bangladesh (IU)",Advance,Intermediate,Advance,Advance,Basic,Intermediate,Intermediate,Basic,Basic,Intermediate,Intermediate,Intermediate,Basic,,,,0,3,flaxible Work Life Balanced,"Management,Business"
2024-10-31 16:13,,,Male,4th,3.75,Jahangirnagar University (JU),Intermediate,Intermediate,Advance,Advance,Basic,Basic,Intermediate,,Basic,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,2,2,flaxible Work Life Balanced,"Teaching,Bank Job,BCS,Govt Job"
2024-10-31 16:17,,,Male,1st,3.42,Hajee Mohammad Danesh Science & Technology University (HMDSTU),Intermediate,Advance,Advance,Advance,Basic,Advance,Intermediate,,Intermediate,Basic,Basic,Basic,Basic,,Basic,Basic,0,1,Job Environment,"Data Analysis,ML/AI Engineer"
2024-10-31 16:19,,,Male,4th,3.6,University of Chittagong (CU),Intermediate,Advance,Advance,Advance,Intermediate,Advance,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Basic,,,3,"Job Environment,Salary",Database Administration
2024-10-31 16:20,,,Male,4th,3.85,"Islamic University, Bangladesh (IU)",Advance,Advance,Intermediate,Advance,advance,Advance,Intermediate,Advance,Basic,Intermediate,Intermediate,Basic,Basic,Intermediate,Basic,Advance,2,4,"Salary,flaxible Work Life Balanced","Researcher,Abroad"
2024-10-31 16:22,,,Female,4th,3.41,Bangabandhu Sheikh Mujib Medical University (BSMMU),Intermediate,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Advance,Advance,Advance,Intermediate,Intermediate,,0,3,"Job Environment,Salary","Networking,Cyber Security"
2024-10-31 16:23,,,Male,4th,3.28,Dhaka University of Engineering & Technology (DUET),Basic,Intermediate,Intermediate,Intermediate,advance,Advance,Advance,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,1,1,Job Environment,"Database Administration,Data Analysis"
2024-10-31 16:24,,,Male,4th,3.48,Patuakhali Science And Technology University (PSTU),Intermediate,Advance,Advance,Advance,,Advance,Intermediate,Advance,Advance,Basic,Advance,Basic,Basic,Intermediate,Basic,Basic,1,5,Job Environment,"Software Development,Data Analysis"
2024-10-31 16:25,,,Male,4th,3.11,Jahangirnagar University (JU),Advance,Intermediate,Advance,Intermediate,Basic,Intermediate,Intermediate,Basic,Basic,Basic,Intermediate,Intermediate,Basic,Basic,Basic,Basic,0,2,"Social Acceptance,Job Security","Bank Job,BCS,Govt Job"
2024-10-31 16:26,,,Male,4th,3.76,Patuakhali Science And Technology University (PSTU),Intermediate,Intermediate,Intermediate,Advance,Basic,Intermediate,Intermediate,Advance,Basic,Intermediate,Intermediate,Basic,Basic,Advance,Basic,Advance,4,1,"Salary,flaxible Work Life Balanced","Researcher,Abroad"
2024-10-31 16:27,,,Female,4th,3.78,Khulna University (KU),Advance,Advance,Advance,Advance,advance,Advance,Advance,Intermediate,Intermediate,Intermediate,Advance,Intermediate,Basic,Basic,Basic,Intermediate,1,3,"Social Acceptance,flaxible Work Life Balanced",Teaching
2024-10-31 16:28,,,Male,4th,3.45,Hajee Mohammad Danesh Science & Technology University (HMDSTU),Advance,Intermediate,Advance,Advance,Basic,Intermediate,Intermediate,Intermediate,Basic,,Intermediate,Basic,Basic,Basic,Basic,Basic,1,0,flaxible Work Life Balanced,"Bank Job,BCS,Govt Job"
2024-10-31 16:30,,,Female,4th,3.5,Hajee Mohammad Danesh Science & Technology University (HMDSTU),Advance,Advance,Intermediate,Intermediate,Intermediate,Advance,Intermediate,Advance,Intermediate,Intermediate,Basic,Intermediate,Basic,Advance,Intermediate,,,6,"Job Environment,Salary","Data Analysis,ML/AI Engineer"
2024-10-31 16:32,,,Female,4th,3.33,Hajee Mohammad Danesh Science & Technology University (HMDSTU),Advance,Intermediate,Advance,Intermediate,advance,Intermediate,Intermediate,Basic,Advance,Intermediate,Intermediate,Advance,Intermediate,Basic,,Basic,0,4,"Job Environment,Salary","Networking,Cyber Security"
2024-10-31 16:35,,,Male,4th,2.85,National University (NU),Intermediate,Advance,Advance,Intermediate,advance,Intermediate,Intermediate,Intermediate,Advance,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,1,6,Salary,Software Development
2024-10-31 16:37,,,Female,4th,3.68,Shahjalal University of Science & Technology (SUST),Intermediate,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Basic,0,2,"Social Acceptance,flaxible Work Life Balanced","Bank Job,BCS,Business,Govt Job"
2024-10-31 16:39,,,Male,4th,3.92,Jagannath University (JnU),Intermediate,Advance,Intermediate,Advance,Basic,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Basic,Intermediate,Basic,Advance,3,1,flaxible Work Life Balanced,"Researcher,Abroad"
2024-10-31 16:39,,,Female,4th,3,University of Dhaka (DU),Intermediate,Intermediate,Advance,Intermediate,Basic,Intermediate,,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,,4,Salary,UI/UX Designing
2024-10-31 16:40,,,Male,4th,3.23,University of Barishal (BU),Advance,Advance,Advance,Advance,Basic,Basic,Basic,Basic,Basic,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Basic,0,1,flaxible Work Life Balanced,"Management,Business"
2024-10-31 16:41,,,Male,4th,3.08,Bangladesh University of Engineering & Technology (BUET),Intermediate,Intermediate,Advance,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,0,2,Job Environment,Management
2024-10-31 16:42,,,Male,4th,3.47,BRAC University (BRACU),Intermediate,Advance,Intermediate,Advance,advance,Advance,Advance,Advance,Advance,Basic,Advance,Intermediate,Intermediate,Intermediate,Basic,Basic,1,5,"Job Environment,Salary","Software Development,ML/AI Engineer"
2024-10-31 16:43,,,Male,4th,3.95,BRAC University (BRACU),Intermediate,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Basic,Basic,Intermediate,Basic,Advance,5,2,"Salary,flaxible Work Life Balanced","Researcher,Abroad"
2024-10-31 16:44,,,Male,4th,2.91,Patuakhali Science And Technology University (PSTU),Basic,Intermediate,Advance,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,0,2,flaxible Work Life Balanced,"Management,Business"
2024-10-31 16:45,,,Male,4th,3.5,BRAC University (BRACU),Intermediate,Intermediate,Intermediate,Advance,Basic,Intermediate,Advance,Intermediate,Basic,Basic,Intermediate,Intermediate,Intermediate,Basic,,Basic,0,2,"Job Environment,Salary","Cyber Security,Database Administration"
2024-10-31 16:46,,,Male,4th,3,Bangladesh Open University (BOU),Basic,Intermediate,Intermediate,Advance,Basic,Intermediate,Intermediate,Basic,Intermediate,Basic,,Intermediate,Basic,Basic,Basic,Intermediate,1,2,flaxible Work Life Balanced,Business
2024-10-31 16:56,,,Male,4th,3.02,Khulna University of Engineering & Technology (KUET),Intermediate,Advance,Intermediate,Advance,advance,Advance,Intermediate,Intermediate,Advance,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Basic,Basic,0,6,Job Environment,Software Development
2024-10-31 17:03,,,Male,4th,3.61,Bangladesh University of Engineering & Technology (BUET),Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Advance,Intermediate,Basic,basic,Intermediate,Intermediate,Advance,Basic,Basic,,2,"Job Environment,Salary","Data Analysis,ML/AI Engineer"
2024-10-31 17:08,,,Male,4th,2.98,University of Rajshahi (RU),Advance,Intermediate,Advance,Advance,Intermediate,Intermediate,Basic,Intermediate,Basic,Advance,Advance,Intermediate,Basic,Intermediate,Advance,,,3,"Job Environment,Salary","Hardware Sector,Gaming"
2024-10-31 17:19,,,Male,4th,3.55,Chittagong University of Engineering & Technology (CUET),Intermediate,Advance,Intermediate,Advance,advance,Advance,Advance,Intermediate,Advance,Intermediate,Advance,Advance,Advance,Basic,Basic,Basic,0,3,"Salary,flaxible Work Life Balanced","Software Development,Networking,Cyber Security,Database Administration"
2024-10-31 17:20,,,Male,1st,3.66,Northern University Bangladesh (NUB),Advance,Intermediate,Advance,Advance,Basic,Basic,Intermediate,,Intermediate,Basic,basic,Basic,Basic,,Basic,,,1,"Salary,flaxible Work Life Balanced","Teaching,Govt Job"
2024-10-31 17:21,,,Female,4th,3.9,Chittagong University of Engineering & Technology (CUET),Advance,Advance,Advance,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Basic,Intermediate,Basic,Intermediate,2,2,"Salary,flaxible Work Life Balanced","Teaching,Researcher"
2024-10-31 17:23,,,Female,4th,3.85,Rajshahi University of Engineering & Technology (RUET),Advance,Advance,Advance,Advance,Intermediate,Advance,Basic,Advance,Intermediate,Basic,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,2,2,"Salary,flaxible Work Life Balanced","Researcher,Abroad"
2024-10-31 17:25,,,Male,4th,3.15,University of Rajshahi (RU),Basic,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Advance,Intermediate,Basic,Advance,Intermediate,Intermediate,Advance,Intermediate,Basic,,4,"Job Environment,flaxible Work Life Balanced","Database Administration,Data Analysis,ML/AI Engineer"
2024-10-31 17:30,,,Female,4th,3.94,Jatiya Kabi Kazi Nazrul Islam University (JKKNIU),Advance,Advance,Advance,Advance,Intermediate,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Intermediate,,Basic,Intermediate,,Advance,5,3,Salary,"Researcher,Abroad"
2024-10-31 17:57,,,Male,3rd,2.9,Khulna University (KU),Intermediate,Intermediate,Advance,Advance,Basic,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Basic,0,4,"Job Environment,Salary","UI/UX Designing,Management"
2024-10-31 18:05,,,Male,4th,3.16,Shahjalal University of Science & Technology (SUST),Intermediate,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Intermediate,Basic,Intermediate,Basic,,Basic,Basic,0,2,Job Environment,UI/UX Designing
2024-10-31 18:06,,,Male,4th,3.52,Jessore University of Science & Technology (JUST),Advance,Advance,Advance,Advance,advance,Advance,Advance,Advance,Advance,Basic,Advance,Intermediate,Basic,Basic,Basic,Basic,0,6,"Job Environment,Salary,flaxible Work Life Balanced","Networking,Data Analysis,ML/AI Engineer"
2024-10-31 18:08,,,Male,4th,3.43,National University (NU),Intermediate,Basic,Advance,Advance,Basic,,Intermediate,,Basic,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Basic,0,0,flaxible Work Life Balanced,"Management,Business"
2024-10-31 18:09,,,Female,4th,3.56,University of Dhaka (DU),Advance,Intermediate,Advance,Advance,Intermediate,Intermediate,Intermediate,Basic,,Intermediate,Basic,Basic,Basic,Basic,Basic,Intermediate,1,1,"Salary,flaxible Work Life Balanced","Teaching,Bank Job,BCS,Govt Job"
2024-10-31 18:11,,,Male,4th,3.39,University of Dhaka (DU),Intermediate,Advance,Advance,Advance,Basic,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Advance,Basic,Basic,Basic,0,1,"Job Environment,Salary","Networking,Cyber Security,Database Administration"
2024-10-31 18:12,,,Male,4th,3.97,University of Dhaka (DU),Intermediate,Intermediate,Intermediate,Advance,Intermediate,Intermediate,,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Advance,3,2,"Salary,flaxible Work Life Balanced","Researcher,Abroad"
2024-10-31 18:13,,,Male,4th,3.85,Bangladesh University of Engineering & Technology (BUET),Advance,Advance,Advance,Advance,Intermediate,,Advance,Advance,Intermediate,Intermediate,Advance,Intermediate,Advance,Advance,Advance,Advance,5,4,"Salary,flaxible Work Life Balanced","ML/AI Engineer,Researcher,Abroad"
2024-10-31 18:16,,,Male,4th,3.5,Bangladesh University of Engineering & Technology (BUET),Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Advance,Basic,Basic,Basic,0,2,Job Environment,Cyber Security
2024-10-31 18:18,,,Male,4th,3.58,Bangladesh University of Engineering & Technology (BUET),Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Advance,,Basic,,1,"Salary,flaxible Work Life Balanced","Data Analysis,ML/AI Engineer"
2024-10-31 18:19,,,Female,4th,3.38,Bangladesh University of Engineering & Technology (BUET),Intermediate,Intermediate,Advance,Advance,Basic,Intermediate,Intermediate,Basic,Basic,,Intermediate,Intermediate,Basic,Basic,Basic,Basic,0,1,"Salary,flaxible Work Life Balanced","BCS,Govt Job"
2024-10-31 18:21,,,Male,4th,2.96,Bangladesh University of Engineering & Technology (BUET),Advance,Intermediate,Advance,Intermediate,advance,Advance,Advance,Advance,Advance,Intermediate,Advance,Basic,,Intermediate,Intermediate,Basic,0,5,Salary,Software Development
2024-10-31 18:25,,,Male,4th,3.74,Bangladesh University of Engineering & Technology (BUET),Intermediate,Intermediate,Advance,Advance,Intermediate,Intermediate,Intermediate,Advance,Basic,Basic,Advance,Intermediate,Intermediate,Advance,Intermediate,Advance,4,2,flaxible Work Life Balanced,Abroad
2024-10-31 18:31,,,Male,4th,3.04,North South University (NSU),Intermediate,Advance,Advance,Advance,advance,Advance,,Advance,Advance,Basic,Advance,Advance,Advance,Advance,Basic,Basic,1,5,"Salary,flaxible Work Life Balanced","Software Development,ML/AI Engineer"
2024-10-31 18:33,,,Male,4th,3.67,North South University (NSU),Advance,Advance,Advance,Advance,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Basic,Advance,Basic,Intermediate,Intermediate,Intermediate,Advance,5,1,"Salary,flaxible Work Life Balanced","Teaching,Researcher,Abroad"
2024-10-31 18:35,,,Male,4th,3.55,Noakhali Science & Technology University (NSTU),Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Advance,Intermediate,Intermediate,Advance,Intermediate,Basic,Advance,Basic,Intermediate,1,1,Salary,"Database Administration,Data Analysis,ML/AI Engineer"
2024-10-31 18:43,,,Male,4th,3,Noakhali Science & Technology University (NSTU),Advance,Advance,Advance,Advance,Basic,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Basic,Basic,Basic,,Basic,0,1,flaxible Work Life Balanced,"Management,Business"
2024-10-31 18:44,,,Female,4th,3.35,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),Intermediate,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Advance,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Basic,0,3,Salary,"Software Development,Database Administration"
2024-10-31 18:48,,,Male,4th,3.06,University of Rajshahi (RU),Advance,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Basic,Advance,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Intermediate,0,3,"Social Acceptance,Salary","Software Development,UI/UX Designing,Gaming,Researcher"
2024-10-31 18:50,,,Female,4th,3.45,University of Rajshahi (RU),Intermediate,Intermediate,Intermediate,Basic,advance,Advance,Intermediate,Advance,Advance,Basic,Basic,Basic,,Advance,Basic,Advance,3,,"Social Acceptance,Job Environment,Salary","Software Development,Data Analysis,ML/AI Engineer,Researcher"
2024-10-31 18:50,,,Female,4th,3.79,University of Chittagong (CU),Advance,Advance,Advance,Advance,Intermediate,Intermediate,Advance,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Advance,2,2,"Salary,flaxible Work Life Balanced","Teaching,Bank Job"
2024-10-31 18:52,,,Male,4th,3.12,Shahjalal University of Science & Technology (SUST),Intermediate,Advance,Advance,Advance,advance,Advance,Advance,Basic,Advance,Intermediate,Advance,Basic,Intermediate,,,Basic,,4,"Job Environment,Salary","Software Development,UI/UX Designing"
2024-10-31 18:55,,,Female,4th,3.92,University of Chittagong (CU),Advance,Advance,Advance,Advance,Intermediate,Intermediate,Advance,Advance,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Advance,Advance,Advance,4,2,"Salary,flaxible Work Life Balanced","Researcher,Abroad"
2024-10-31 19:06,,,Male,4th,2.78,University of Chittagong (CU),Intermediate,Advance,Advance,Advance,advance,Advance,Advance,Advance,Advance,Intermediate,Advance,Intermediate,,,Intermediate,Intermediate,1,6,"Job Environment,Salary","Software Development,Networking"
2024-10-31 19:08,,,Female,4th,3.9,University of Chittagong (CU),Advance,Advance,Advance,Advance,Intermediate,Intermediate,Intermediate,Advance,Intermediate,Basic,Basic,,,Intermediate,Basic,Advance,3,2,"Social Acceptance,Job Security,Salary,flaxible Work Life Balanced","Teaching,Bank Job,BCS,Govt Job"
2024-10-31 19:11,,,Male,4th,3.59,Comilla University (CoU),Basic,Advance,Intermediate,Intermediate,Intermediate,Advance,Advance,Intermediate,Advance,Advance,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Basic,1,2,Job Environment,"Database Administration,Hardware Sector"
